,tweet,sentiment
6557,rude gate agent by aa363 ord-lga just now seems to have a temper made me check in a bag that fit inside the sizer,0
6558,even with the 50 voucher for pick up my bag,0
6559,horrible service wrong plane arrive many confirm passenger could not get on flight we paid for due to lack of seat flight,0
6560,got it work out had to postpone my trip and pay extra though not easy for a poor graduate student,0
6561,thank you,4
6562,wow you even answer back ! awesome ! that 's customer service ! usairwaysfail,4
6563,oh wow and i 'm complain about two hour on the run way shuck jetblue not good your service be well than this,0
6564,4467 and 152 on 2/25 and 503 and 25 on 2/26th,2
6565,more than an hour hold to change a flight on the phone now what 's up with that ? ? ?,0
6566,so do that mean your other flight go into buffalo from other location you do not care about their safety ?,0
6567,seriously ? ? ? i have share my concern four time already to no avail ! gez ! frustrate flyer,0
6568,aisle please,2
6569,your rubbish at social media ! in the air two hour late flight but that 's well than be cancelled flightled !,0
6570,checked me in through security under the wrong name and give the wrong boarding pas airlinesecurity,0
6571,repeating this be policy be basically repeat `` fuck you '' to your customer i 'l be shopping for a new airline asap,0
6572,2 hour on hold for customer service never u sw again,0
6573,i just book a flight with you guy i 'm reconsider that decision now after reading this tweet,0
6574,thanks weather be understandable but when every single domestic flight be delayed because of inbound int'l flight it 's crazy,0
6575,continue to win i 've never miss a flight before but a nice little quiet gate change make it possible shesh,0
6576,it be deliver ! thank you for make sure it arrive at my doorstep !,4
6577,thank you so much ! i be not sure since in know the limit be 4 ozs excited to fly with jetblue !,4
6578,it 's not the weather it 's also gross incompetence understafing crew forget to load bag do not duck truth,0
6579,who do i contact about my awful ee_teaseerience i have 2/15/15 with flight 713 buf-clt ?,0
6580,-1st x told no travel advisory-now two hr on hold amp disconnect fl from bhm to charlotte to phl wo not go-help !,0
6581,have happen on other airline and they 've give out flight voucher and be more transparent about the problem,0
6582,do not get her name she be not in our group she be sit behind u think it be window seat 40 ? we only overheard,0
6583,i have a child travel cross country she 's 11 will be turn 12 in march and cont,2
6584,follow ! my bad,2
6585,thank you ! you need to follow back tho otherwise i ca not dm you x,4
6586,4 flight cancelled flightled in one week ? ! customer service be 💩💩💩💩,0
6587,okay awesome ! thank you !,4
6588,our flight be originally suppose to leave at 1:40pm amp now we wo not leave until 5 this be the 2nd time this have happen,0
6589,i 'd just like to know where my bag be when i 'l get it and why i do not have it already no accountability from cust service,0
6590,appreciate it but change time by 10 min multiple time 6 hour before flight be just annoy and seem like you have 0 clue,0
6591,pilot forgets to show up to work and ricky j gate agent give customer attitude usairwaysfail,0
6592,thanks ! lol ! ua6259 will wait for u per same tail number a ua5525 E_SMILEY,4
6593,big fail on not have curbside baggage in pittsburgh and you charge 30 dollar a bag !,0
6594,problem be i be not issue a position until today at the gate and no option to upgrade not good when you 're 6'4,0
6595,not possible to cary-on and put in a closet/overhead ? had success do that with other airline thanks,2
6596,a month ago i have a flight book but then have to cancelled flight it i 'm now flight booking problems a separate flight for a different occasion,2
6597,strand in miami because your automate system keep hang up on me for two day help !,0
6598,what 's up with the wait time on your customer service line ? tried 2x on fri. and now i 've be on for over 15 min,0
6599,by the time i finally get to dallas i could have driven with less frustration and cheaper,0
6600,not true ! stop make excuse ! you either overbok or have crappy plane !,0
6601,you guy get rid of the hip hop station on sirius xm ?,2
6602,need your help i 'm move to dc amp i want to book a one way fare on your website it wo not seem to let me am i miss something ?,0
6603,can you dm ?,2
6604,how much longer united ? ? been on the phone for over an hour to straighten out a star alliance upgrade !,0
6605,this be ridiculous i have a 6:00 am flight and two hour of rest waste !,0
6606,how many agent do you have work to the thousand of call ?,0
6607,stop using.this.word if you 're a company rt our fleet 's on flek,0
6608,be on hold for 20 min to cancelled flight my reservation can you assist ?,0
6609,you have say the same thing to me over and over again but phrase differently how about some actual help ?,0
6610,wow~thx for think of u greg ! heard sobewff be amaze ! we 've heard the same about p thx for the info teamnkh,4
6611,this be very disappoint this be about customer service,0
6612,status match 2 week have go by and no news.flt next week hope flt will count towards requirement cust svc no help !,0
6613,be the bad 45 minute delay in boston not weather relate flightd going to miss our connect flight gassing up the plane issue,0
6614,well if you do not want your customer to be frustrate compensate them appropriately when you screw up royally ! fakesincerity,0
6615,i be appalled at your lack of communication during our awful journey on 2/21 ewr to bos 4 hr delay need to be ee_teaselained well,0
6616,"aa employee be rude and unwilling to help 10,000 mile be a rotten cherry on top of a dog shit sunday nocareforcustomers",0
6617,i ca not even look at you right now i 'l call you when i 'm not so mad,0
6618,thanks great news that u wo not refund ticket due to a bad exchange rate i knew u would come to your sens,0
6619,been tweet with the team at who inform me that the problem be that you never sent his bag to them yesterday,0
6620,almost bumped me off my flight to hrl when i be 20 minute early then your staff be rude when i ask what be the problem ?,0
6621,i hear that the new thing in your plane be the fly-fi how i can check if the flight that im go to take have it ?,2
6622,no like i say i could not reach anyone at your company so i have to rent a car and chalk the whole thing up to a loss,0
6623,you guy be kill me,0
6624,i need help with a miss bag,0
6625,and i ca not get through on any phone,0
6626,stop reposting same autoresponse that be return flight home imateacher couldnt get to rsw neptune waivethefe notmyfault,0
6627,i spoke with a customer service rep who be rude and curt and transfer me to eternal hold sad badservice mergerdisaster,0
6628,cool thanks,4
6629,28 hour late flightr still no email work supervisor need documentation to approve last minute vacation day request,0
6630,ah do dm no reply on hold now over 2hrs just spent over 1k to get a united flight tmrw to get home lame,0
6631,shut the door on your way out 🙅,2
6632,the opal dragon book the dragon ali have woven his murder way from the philippines to australia,2
